antecedents;consequents;antecedent support;consequent support;support;confidence;lift;leverage;conviction;zhangs_metric
loss of biodiversity| local communities;environmental degradation;0.000367895;0.002820529;0.00015329;0.416666667;147.7264493;0.000152252;1.709450522;0.993596271
loss of biodiversity| local communities;government agencies;0.000367895;0.013397511;0.000183948;0.5;37.32036613;0.000179019;1.973204979;0.973563148
loss of biodiversity| government agencies;local communities;0.000429211;0.008921454;0.000183948;0.428571429;48.03829161;0.000180118;1.734387455;0.97960373
loss of biodiversity| pollution;government agencies;0.000367895;0.013397511;0.00015329;0.416666667;31.10030511;0.000148361;1.691318553;0.968202171
employees| companies;customers;0.000398553;0.008461586;0.000183948;0.461538462;54.5451505;0.000180575;1.841428484;0.982057967
companies| customers;employees;0.000459869;0.005916978;0.000183948;0.4;67.60207254;0.000181226;1.656805036;0.985660829
companies| investors;customers;0.000367895;0.008461586;0.000183948;0.5;59.09057971;0.000180835;1.983076829;0.983438631
companies| customers;investors;0.000459869;0.009105402;0.000183948;0.4;43.92996633;0.00017976;1.651490997;0.977686103
companies| investors;employees;0.000367895;0.005916978;0.00015329;0.416666667;70.41882556;0.000151113;1.704142323;0.986162056
employees| companies| investors;customers;0.00015329;0.008461586;0.000122632;0.8;94.54492754;0.000121335;4.957692072;0.989574709
employees| companies| customers;investors;0.000183948;0.009105402;0.000122632;0.666666667;73.21661055;0.000120957;2.972683794;0.986523366
customers| companies| investors;employees;0.000183948;0.005916978;0.000122632;0.666666667;112.6701209;0.000121543;2.982249065;0.991306881
companies| management;investors;0.000306579;0.009105402;0.000122632;0.4;43.92996633;0.00011984;1.651490997;0.977536187
researchers| communities;policymakers;0.000551843;0.017658961;0.000275921;0.5;28.31423611;0.000266176;1.964682077;0.965214724
policymakers| communities;researchers;0.000674474;0.021644491;0.000275921;0.409090909;18.90046356;0.000261323;1.655678554;0.947730465
study| communities;analysis;0.000398553;0.010331719;0.000306579;0.769230769;74.45332116;0.000302461;4.288562552;0.986962122
analysis| communities;study;0.000429211;0.013274879;0.000306579;0.714285714;53.80732432;0.000300881;3.453537924;0.981836584
research| communities;analysis;0.000183948;0.010331719;0.000122632;0.666666667;64.52621167;0.000120731;2.969004844;0.984683552
investors| communities;customers;0.000521185;0.008461586;0.000245263;0.470588235;55.61466326;0.000240853;1.872905894;0.982531211
customers| communities;investors;0.0005825;0.009105402;0.000245263;0.421052632;46.24206982;0.000239959;1.711545215;0.978944906
property owners| engineers;architects;0.000367895;0.008522901;0.000183948;0.5;58.66546763;0.000180812;1.982954197;0.983315954
property owners| architects;engineers;0.000245263;0.021092648;0.000183948;0.75;35.55741279;0.000178774;3.915629407;0.972114893
property owners| contractors;architects;0.000245263;0.008522901;0.000214605;0.875;102.6645683;0.000212515;7.931816788;0.990502475
property owners| architects;contractors;0.000245263;0.009044086;0.000214605;0.875;96.74830508;0.000212387;7.927647311;0.989906689
property owners| engineers;contractors;0.000367895;0.009044086;0.000214605;0.583333333;64.49887006;0.000211278;2.378294193;0.984858177
property owners| contractors;engineers;0.000245263;0.021092648;0.000214605;0.875;41.48364826;0.000209432;7.831258814;0.976133526
property owners| engineers| contractors;architects;0.000214605;0.008522901;0.000183948;0.857142857;100.5693731;0.000182118;6.94033969;0.990269132
property owners| engineers| architects;contractors;0.000183948;0.009044086;0.000183948;1;110.5694915;0.000182284;inf;0.991138231
property owners| contractors| architects;engineers;0.000214605;0.021092648;0.000183948;0.857142857;40.63704319;0.000179421;6.852351462;0.97560128
property owners| engineers;contractors| architects;0.000367895;0.002881844;0.000183948;0.5;173.5;0.000182887;1.994236311;0.99460222
property owners| contractors;engineers| architects;0.000245263;0.006254215;0.000183948;0.75;119.9191176;0.000182414;3.974983138;0.991904324
property owners| architects;engineers| contractors;0.000245263;0.004598688;0.000183948;0.75;163.09;0.00018282;3.981605249;0.994112236
local communities| Climate change;policymakers;0.000367895;0.017658961;0.00015329;0.416666667;23.59519676;0.000146793;1.684013209;0.957970926
researchers| local communities;policymakers;0.000337237;0.017658961;0.00015329;0.454545455;25.74021465;0.000147334;1.800958571;0.96147453
local communities| engineers;contractors;0.000306579;0.009044086;0.000122632;0.4;44.22779661;0.000119859;1.65159319;0.977689524
local communities| contractors;engineers;0.00015329;0.021092648;0.000122632;0.8;37.92790698;0.000119398;4.894536759;0.973783461
climate change| scientists;policymakers;0.000245263;0.017658961;0.000122632;0.5;28.31423611;0.000118301;1.964682077;0.964918737
researchers| climate change;policymakers;0.000337237;0.017658961;0.00015329;0.454545455;25.74021465;0.000147334;1.800958571;0.96147453
climate change| governments;communities;0.000306579;0.007756453;0.000122632;0.4;51.56996047;0.000120254;1.653739244;0.980909593
study| governments;analysis;0.00015329;0.010331719;0.000122632;0.8;77.43145401;0.000121048;4.948341407;0.987236685
analysis| governments;study;0.00015329;0.013274879;0.000122632;0.8;60.26420323;0.000120597;4.933625605;0.98355717
policymakers| governments;Climate change;0.000275921;0.0135508;0.000122632;0.444444444;32.79839115;0.000118893;1.77560856;0.969778282
environmental scientists| Climate change;policymakers;0.00015329;0.017658961;0.000122632;0.8;45.30277778;0.000119925;4.911705193;0.978076227
researchers| environmental scientists;policymakers;0.000275921;0.017658961;0.000122632;0.444444444;25.16820988;0.000117759;1.76821387;0.960532368
engineers| environmental scientists;policymakers;0.000245263;0.017658961;0.000122632;0.5;28.31423611;0.000118301;1.964682077;0.964918737
farmers| environmental scientists;policymakers;0.000245263;0.017658961;0.000122632;0.5;28.31423611;0.000118301;1.964682077;0.964918737
landowners| farmers;government agencies;0.000306579;0.013397511;0.000122632;0.4;29.85629291;0.000118524;1.644337482;0.966802625
landowners| government agencies;farmers;0.000183948;0.007388558;0.000122632;0.666666667;90.22959889;0.000121273;2.977834325;0.989099105
contractors;engineers;0.009044086;0.021092648;0.004598688;0.508474576;24.10672054;0.004407924;1.991570129;0.967265827
engineers| government agencies;contractors;0.000981053;0.009044086;0.000398553;0.40625;44.91885593;0.00038968;1.668978381;0.978697789
contractors| government agencies;engineers;0.000613158;0.021092648;0.000398553;0.65;30.81642442;0.00038562;2.796878148;0.968143397
facility managers| engineers;architects;0.000122632;0.008522901;0.000122632;1;117.3309353;0.000121586;inf;0.9915987
facility managers| architects;engineers;0.000122632;0.021092648;0.000122632;1;47.40988372;0.000120045;inf;0.979027412
sustainability| society;environment;0.000245263;0.004629346;0.000122632;0.5;108.0066225;0.000121496;1.990741308;0.990984361
research| sustainability;evaluation;0.000275921;0.006499479;0.00015329;0.555555556;85.4769392;0.000151496;2.235376173;0.988573707
sustainability| evaluation;research;0.000245263;0.007879085;0.00015329;0.625;79.32392996;0.000151357;2.645655773;0.987635695
sustainability| evaluation;management;0.000245263;0.009779876;0.00015329;0.625;63.90673981;0.000150891;2.640586997;0.984593683
research| sustainability| evaluation;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
research| sustainability| management;evaluation;0.00015329;0.006499479;0.000122632;0.8;123.0867925;0.000121635;4.967502606;0.992027719
research| evaluation| management;sustainability;0.000183948;0.003311055;0.000122632;0.666666667;201.345679;0.000122023;2.990066834;0.995216485
sustainability| evaluation| management;research;0.00015329;0.007879085;0.000122632;0.8;101.5346304;0.000121424;4.960604574;0.990302947
research| sustainability;evaluation| management;0.000275921;0.000919738;0.000122632;0.444444444;483.2296296;0.000122378;1.798344472;0.998206017
sustainability| evaluation;research| management;0.000245263;0.000797106;0.000122632;0.5;627.2692308;0.000122436;1.998405788;0.998650721
sustainability| policymakers;communities;0.000214605;0.007756453;0.000122632;0.571428571;73.67137211;0.000120967;2.315234942;0.986637944
sustainability| communities;policymakers;0.000214605;0.017658961;0.000122632;0.571428571;32.35912698;0.000118842;2.29212909;0.969304836
sustainability| construction;management;0.000275921;0.009779876;0.000122632;0.444444444;45.44479276;0.000119933;1.782396223;0.978265203
sustainability| organization;management;0.000245263;0.009779876;0.000183948;0.75;76.68808777;0.000181549;3.960880495;0.98720229
| sustainability;development;0.000306579;0.0061929;0.000122632;0.4;64.59009901;0.000120733;1.656345167;0.984819676
sustainability| development;;0.000245263;0.017076461;0.000122632;0.5;29.28007181;0.000118443;1.965847078;0.966084023
| sustainability;environment;0.000306579;0.004629346;0.00015329;0.5;108.0066225;0.00015187;1.990741308;0.991045142
| environment;sustainability;0.000337237;0.003311055;0.00015329;0.454545455;137.2811448;0.000152173;1.827263065;0.993050572
sustainability| environment;;0.000337237;0.017076461;0.00015329;0.454545455;26.6182471;0.000147531;1.802026488;0.962756463
| sustainability;management;0.000306579;0.009779876;0.000122632;0.4;40.90031348;0.000119633;1.650366873;0.975849485
research| sustainability;management;0.000275921;0.009779876;0.00015329;0.555555556;56.80599094;0.000150591;2.227995279;0.982667362
research| sustainability;analysis;0.000275921;0.010331719;0.00015329;0.555555556;53.77184306;0.000150439;2.226753633;0.981673771
sustainability| analysis;research;0.000183948;0.007879085;0.00015329;0.833333333;105.7652399;0.00015184;5.952725489;0.99072734
sustainability| analysis;management;0.000183948;0.009779876;0.000122632;0.666666667;68.16718913;0.000120833;2.970660372;0.985511468
sustainability| implementation;management;0.00015329;0.009779876;0.000122632;0.8;81.80062696;0.000121133;4.951100619;0.987926594
performance| safety;maintenance;0.000245263;0.001931449;0.000122632;0.5;258.8730159;0.000122158;1.996137102;0.996381478
performance| maintenance;safety;0.00015329;0.004690662;0.000122632;0.8;170.551634;0.000121913;4.976546692;0.994289087
performance| organization;management;0.000122632;0.009779876;0.000122632;1;102.2507837;0.000121432;inf;0.990341571
study| value;analysis;0.000245263;0.010331719;0.000122632;0.5;48.39465875;0.000120098;1.979336563;0.979576817
value| analysis;study;0.000183948;0.013274879;0.000122632;0.666666667;50.22016936;0.00012019;2.960175363;0.980268
benefits;costs;0.0005825;0.001440922;0.000275921;0.473684211;328.7368421;0.000275082;1.897262248;0.99753912
economic impact;environmental impact;0.000306579;0.003709608;0.000122632;0.4;107.8280992;0.000121494;1.660483986;0.991029809
social impact;economic impact;0.000245263;0.000306579;0.000122632;0.5;1630.9;0.000122556;1.999386842;0.999632015
economic impact;social impact;0.000306579;0.000245263;0.000122632;0.4;1630.9;0.000122556;1.666257894;0.999693327
building owners;engineers;0.003893556;0.021092648;0.001747501;0.448818898;21.27845175;0.001665376;1.776017624;0.956729178
building owners| engineers;architects;0.001747501;0.008522901;0.000858422;0.49122807;57.6362489;0.000843528;1.948765332;0.984369996
building owners| architects;engineers;0.000981053;0.021092648;0.000858422;0.875;41.48364826;0.000837729;7.831258814;0.976852461
building owners| contractors;engineers;0.000459869;0.021092648;0.000398553;0.866666667;41.08856589;0.000388853;7.341805138;0.976111212
building owners| contractors;architects;0.000459869;0.008522901;0.000367895;0.8;93.8647482;0.000363976;4.957385493;0.989801552
building owners| engineers| contractors;architects;0.000398553;0.008522901;0.000337237;0.846153846;99.28002214;0.00033384;6.44460114;0.990322176
building owners| contractors| architects;engineers;0.000367895;0.021092648;0.000337237;0.916666667;43.45906008;0.000329477;11.74688822;0.9773494
building owners| contractors;engineers| architects;0.000459869;0.006254215;0.000337237;0.733333333;117.2542484;0.000334361;3.726546692;0.991927681
construction companies| building owners;engineers;0.000275921;0.021092648;0.000122632;0.444444444;21.07105943;0.000116812;1.762033233;0.95280444
researchers| building owners;engineers;0.000398553;0.021092648;0.000337237;0.846153846;40.11605546;0.000328831;6.362897786;0.975461098
building owners| government agencies;engineers;0.000306579;0.021092648;0.000183948;0.6;28.44593023;0.000177481;2.447268379;0.965141479
building owners| policymakers;engineers;0.000275921;0.021092648;0.00015329;0.555555556;26.33882429;0.00014747;2.202541541;0.962298752
builders;architects;0.002851186;0.008522901;0.001532896;0.537634409;63.08114798;0.001508596;2.144357446;0.986961414
builders;engineers;0.002851186;0.021092648;0.001440922;0.505376344;23.95983371;0.001380783;1.979095298;0.961003483
builders| engineers;architects;0.001440922;0.008522901;0.001073027;0.744680851;87.37410072;0.001060746;3.883285303;0.989981447
builders| architects;engineers;0.001532896;0.021092648;0.001073027;0.7;33.1869186;0.001040694;3.263024506;0.971356634
builders| contractors;engineers;0.000275921;0.021092648;0.000214605;0.777777778;36.87435401;0.000208786;4.405083083;0.973149393
builders| contractors;architects;0.000275921;0.008522901;0.000183948;0.666666667;78.2206235;0.000181596;2.974431296;0.987488117
builders| engineers| contractors;architects;0.000214605;0.008522901;0.000183948;0.857142857;100.5693731;0.000182118;6.94033969;0.990269132
builders| contractors| architects;engineers;0.000183948;0.021092648;0.000183948;1;47.40988372;0.000180068;inf;0.979087452
builders| contractors;engineers| architects;0.000275921;0.006254215;0.000183948;0.666666667;106.5947712;0.000182222;2.981237354;0.990892085
Engineers| builders;architects;0.00015329;0.008522901;0.00015329;1;117.3309353;0.000151983;inf;0.991629105
clients| builders;engineers;0.000275921;0.021092648;0.000122632;0.444444444;21.07105943;0.000116812;1.762033233;0.95280444
clients| builders;architects;0.000275921;0.008522901;0.000122632;0.444444444;52.14708233;0.00012028;1.784658777;0.981094176
developers| builders;architects;0.000306579;0.008522901;0.00015329;0.5;58.66546763;0.000150677;1.982954197;0.983255643
